"","Return","rsi","sma","lma","adx"
"1733","Up",60.2,119.1,131.4,37.3
"1734","Up",73.6,119,131,34.8
"1735","Down",79.9,118.9,130.7,32.6
"1736","Up",77.4,118.9,130.6,30.4
"1737","Up",83.4,119.2,130.5,29.2
"1738","Up",86.3,119.6,130.3,28.9
"1739","Up",87.1,120.1,130.1,28.6
"1740","Down",89.4,120.7,129.9,28.6
"1741","Up",65.8,121.1,129.3,27.7
"1742","Up",69,121.9,128.8,26.8
"1743","Up",72.2,122.6,128.3,26.3
"1744","Up",74.6,123.6,128,26.4
"1745","Up",80.1,124.8,127.8,27.4
"1746","Down",80.4,125.9,127.5,28.8
"1747","Up",69.5,126.9,127.5,29.2
"1748","Up",77,128,127.6,30
"1749","Up",79.6,129.4,127.7,31.3
"1750","Down",86.4,131,127.9,33.2
"1751","Up",83.1,132.5,128.1,35.4
"1752","Down",85.4,134.1,128.4,37.1
"1753","Down",79,135.7,128.7,38.2
"1754","Up",61.6,136.7,128.8,38.4
"1755","Down",61.9,137.7,129,38.7
"1756","Up",52.4,138.5,129.2,37.5
"1757","Down",54.5,139.3,129.3,36.3
"1758","Up",42.2,139.8,129.4,34.4
"1759","Up",43.3,140.3,129.6,32.5
"1760","Up",39.8,140.7,129.8,31
"1761","Up",47.2,141.5,129.9,29.6
"1762","Down",47.5,142.2,130.2,28.7
"1763","Down",40.5,142.7,130.4,27.4
"1764","Up",34.1,143,130.7,25.6
"1765","Up",33,143.1,131,23.9
"1766","Up",42.2,143.3,131.3,22.4
"1767","Down",50,143.7,131.7,21.6
"1768","Up",39.3,143.6,132,20.4
"1769","Up",42.8,143.5,132.4,19.3
"1770","Up",50.7,143.1,132.8,18
"1771","Up",50.9,142.7,133.3,17.3
"1772","Up",50.6,142.2,133.8,16.1
"1773","Up",49.4,141.7,134.3,15
"1774","Up",53.1,141.6,134.9,14.2
"1775","Up",65.1,141.5,135.5,14.3
"1776","Up",73.5,141.7,136.1,14.5
"1777","Down",83.3,141.9,136.7,15.2
"1778","Up",61.7,142.1,137.3,15.3
"1779","Down",63.1,142.3,137.9,15.1
"1780","Down",50.6,142.5,138.4,14.2
"1781","Up",31.1,142.1,138.7,14.5
"1782","Up",29.3,141.7,139,14.9
"1783","Up",48.4,141.7,139.5,14.2
"1784","Up",60.7,142.1,139.9,14.5
"1785","Up",63.6,142.5,140.4,15
"1786","Up",64,142.9,140.9,15.8
"1787","Down",71.3,143.4,141.4,17
"1788","Up",61.6,144,141.8,18.1
"1789","Up",61.9,144.5,142.1,19.2
"1790","Up",65,144.9,142.5,19.8
"1791","Down",67,145.4,143,20.5
"1792","Up",60.1,145.8,143.4,20.8
"1793","Up",67.5,146.4,143.8,21.1
"1794","Up",78.5,147.2,144.3,22.7
"1795","Down",80.7,148,144.7,24.2
"1796","Up",68.8,148.5,145.1,25.9
"1797","Down",71.9,149.1,145.6,27.1
"1798","Down",59.6,149.6,145.9,28.7
"1799","Up",50.3,150,146.1,28.4
"1800","Up",54.1,150.6,146.2,28.1
"1801","Up",53.5,151.5,146.3,27.8
"1802","Up",54.4,152.5,146.4,27.5
"1803","Up",69.1,153.5,146.6,28.2
"1804","Down",77.9,154.5,147,29.9
"1805","Up",69.7,155.3,147.4,31.4
"1806","Up",75.5,156.3,148,33.1
"1807","Up",77.8,157.1,148.5,35
"1808","Up",82.4,158.4,149.2,37.1
"1809","Down",86.7,159.9,150,39.2
"1810","Up",71.6,161,150.7,41.5
"1811","Down",73.7,162.3,151.3,43.7
"1812","Down",66.9,163.5,151.9,45.3
"1813","Up",62.3,164.5,152.5,46.8
"1814","Down",60.4,165.1,153.2,48.1
"1815","Down",50.5,165.7,153.7,47.9
"1816","Up",42.1,166.2,154.2,47.4
"1817","Down",57,167,154.9,47.8
"1818","Down",38.8,167.4,155.4,47.9
"1819","Down",30,167.7,155.8,46.2
"1820","Down",25.3,167.7,156,43.8
"1821","Down",20.6,167.5,156.2,40.7
"1822","Down",18.2,167.2,156.4,38.6
"1823","Up",15.7,166.5,156.5,36.6
"1824","Up",25.1,165.7,156.7,35.1
"1825","Down",25,165,156.8,33.4
"1826","Up",20.1,163.8,156.8,32.9
"1827","Up",24,162.6,156.8,32.4
"1828","Up",36.6,161.4,156.9,31.2
"1829","Up",41.6,160,157,29.9
"1830","Up",46.4,159,157.3,28.3
"1831","Down",50.8,157.8,157.6,26.7
"1832","Up",43,156.6,157.9,25.9
"1833","Down",53.8,155.6,158.1,25.1
"1834","Up",52.3,154.6,158.2,24.4
"1835","Down",56.2,153.8,158.2,24
"1836","Up",44.4,152.8,158.2,24
"1837","Up",45.1,151.6,158.1,24
"1838","Down",55.2,150.9,158.2,23.3
"1839","Up",42,150.4,158.1,23
"1840","Up",42.2,150,158.1,22.7
"1841","Down",39.2,149.8,158,22.4
"1842","Up",29.2,149.5,157.9,22.9
"1843","Up",38.2,149.4,157.7,23.4
"1844","Down",36.3,149.2,157.5,23.3
"1845","Down",31.9,148.9,157.2,23.8
"1846","Up",20.2,148.4,156.8,25.4
"1847","Up",18.2,148,156.4,27.3
"1848","Down",25.2,147.3,156,28.5
"1849","Up",23.5,146.6,155.7,29.6
"1850","Down",33.2,145.9,155.4,30.1
"1851","Up",27.4,145,155,30.7
"1852","Up",27.2,144.4,154.6,31.3
"1853","Up",54.5,144,154.3,29.6
"1854","Up",58.3,143.6,153.8,27.9
"1855","Down",75.4,143.7,153.6,27.6
"1856","Up",65.7,143.7,153.2,27.4
"1857","Up",70.7,143.9,152.8,27.1
"1858","Up",72.1,143.9,152.4,27.2
"1859","Up",75.8,144.2,151.9,27
"1860","Up",74.8,144.5,151.4,26.8
"1861","Up",77.6,144.8,151,27.5
"1862","Down",81.7,145.6,150.7,28.2
"1863","Up",75.4,146.1,150.4,28.8
"1864","Up",77.4,146.7,150.1,29.5
"1865","Up",81.6,147.6,150,30.8
"1866","Down",83.2,148.9,149.9,32.1
"1867","Down",64.2,150,149.6,32
"1868","Up",48,150.8,149.4,30.6
"1869","Up",57.3,151.9,149.4,29.1
"1870","Down",63.7,153.1,149.5,28.5
"1871","Up",51,154.1,149.6,28.2
"1872","Down",53.4,155.2,149.8,27.9
"1873","Up",36.1,155.5,149.9,26.5
"1874","Up",38.9,155.9,149.9,25.4
"1875","Down",40.1,155.8,149.9,24.1
"1876","Up",34.3,155.8,150,24
"1877","Down",32.8,155.6,150,24
"1878","Down",25.3,155.1,149.9,24.9
"1879","Up",21.1,154.5,149.6,26.1
"1880","Up",29.2,154,149.4,27.2
"1881","Down",41.3,153.6,149.3,26.7
"1882","Down",39.5,153,149.3,26
"1883","Down",32.2,152.3,149,26.2
"1884","Up",26.3,151.2,148.8,26.8
"1885","Up",28,150.1,148.5,27.6
"1886","Up",42.4,149.1,148.4,27.3
"1887","Up",48.3,148.3,148.3,26.5
"1888","Down",50.4,147.9,148.1,25.7
"1889","Up",42.2,147,148,25.5
"1890","Up",47.6,146,147.9,25.4
"1891","Up",52.2,145.3,147.8,24.8
"1892","Down",55.6,144.6,147.9,24
"1893","Up",49.6,144.2,147.8,23.8
"1894","Down",52.5,143.9,147.7,23.6
"1895","Up",37.7,143.2,147.6,24.1
"1896","Down",37.7,142.7,147.7,24.7
"1897","Up",34.4,142.2,147.7,25.4
"1898","Up",34.8,141.9,147.7,26
"1899","Up",49.8,142,147.8,25.6
"1900","Up",54.8,142,147.9,24.4
"1901","Up",63.2,141.9,148,23
"1902","Up",61.6,141.8,148.2,21.6
"1903","Down",64,141.9,148.2,20.1
"1904","Up",59,142.2,148.2,19.3
"1905","Down",63.9,142.6,148.1,18.3
"1906","Down",47.6,142.5,147.9,17.7
"1907","Up",33.5,142.2,147.6,18.2
"1908","Down",32.5,141.8,147.3,19.4
"1909","Down",28.9,141.6,147,20.5
"1910","Down",19,141.1,146.6,22.1
"1911","Down",14.4,140.5,146.1,23.8
"1912","Up",10.1,139.7,145.5,25.7
"1913","Up",10.9,139.1,145,27.4
"1914","Up",11.9,138.4,144.4,28.6
"1915","Up",28,138,143.8,29.1
"1916","Up",50.6,138,143.3,28
"1917","Up",53.5,137.9,142.9,27
"1918","Down",54.8,137.9,142.5,26.1
"1919","Up",38.7,137.4,142,26.4
"1920","Up",48.2,136.9,141.4,26.9
"1921","Down",54,136.4,141,26.5
"1922","Up",50.8,135.9,140.5,26.2
"1923","Down",54.1,135.3,140.2,25.7
"1924","Down",42.2,134.7,139.8,26
"1925","Up",37.6,133.9,139.3,26.5
"1926","Up",42.9,133.4,139,26.9
"1927","Up",63.3,133.4,138.8,25.6
"1928","Up",92.3,136.6,139.9,28.9
"1929","Down",93.7,140.5,141.4,32.4
"1930","Up",77.4,143.7,142.5,35
"1931","Down",79.3,147.3,143.6,37.3
"1932","Up",73.7,150.8,144.6,39.5
"1933","Down",74.3,154.2,145.7,41.5
"1934","Up",72.6,157.6,146.9,43.1
"1935","Down",75.9,161.4,148.3,44.8
"1936","Down",69.1,164.6,149.5,46.3
"1937","Down",58.9,167.2,150.4,46.3
"1938","Up",55.8,169.8,151.3,45.9
"1939","Down",55.7,172.9,152.4,45.6
"1940","Down",50.1,175.7,153.3,44.9
"1941","Down",42.2,178.3,154.2,44.2
"1942","Down",30.5,180.8,155,43
"1943","Up",25.6,183.2,155.7,41.4
"1944","Up",43.7,186.1,156.7,40.3
"1945","Down",45.6,189.2,157.7,40
"1946","Down",41.2,192,158.7,39.2
"1947","Up",39.7,194.4,159.6,38.3
"1948","Down",46.4,193.7,160.6,37.2
"1949","Up",41.8,192.4,161.5,36.2
"1950","Up",43.2,191.8,162.4,35.3
"1951","Down",44.3,190.9,163.2,34.1
"1952","Down",38.9,190.3,164,33.1
"1953","Down",33.3,189.4,164.7,31.8
"1954","Down",23.7,188.3,165.4,29.7
"1955","Up",17.4,186.5,165.9,28.1
"1956","Up",22.4,185.1,166.5,26.7
"1957","Down",31.1,184.4,167.3,24.8
"1958","Up",23.6,183.5,168,23.1
"1959","Down",30.3,182.6,168.7,21.5
"1960","Up",28.9,181.7,169.5,20.1
"1961","Up",30.1,181,170.4,18.7
"1962","Down",33.7,180.5,171.3,17.8
"1963","Up",24.3,179.8,172,17.6
"1964","Up",32,178.8,172.8,17.5
"1965","Up",40.4,177.9,173.6,16.7
"1966","Up",60.5,177.5,174.5,17.3
"1967","Down",63,177.1,175.3,17.8
"1968","Up",44.1,176.1,176,19.1
"1969","Up",50.9,175.5,176.8,19.8
"1970","Down",55.6,175,177.6,20
"1971","Up",51.9,174.4,178.4,20.2
"1972","Down",52,173.9,179.2,20
"1973","Up",43.8,173.4,180,20.2
"1974","Down",45.3,173.2,180.8,20.3
"1975","Down",40.7,173.1,181.6,20.8
"1976","Up",32.7,172.7,182.3,21.7
"1977","Up",32,172.3,182.8,22.6
"1978","Up",58.9,172.5,182.3,21
"1979","Up",57.8,172.6,181.6,19.7
"1980","Down",57.3,172.7,181.2,18.3
"1981","Down",55.4,172.8,180.6,17.2
"1982","Up",44.6,172.7,180,16.8
"1983","Up",50.5,172.9,179.5,16.6
"1984","Down",54.9,173.1,179.1,16.1
"1985","Down",49.2,173.2,178.3,15.4
"1986","Up",34.2,172.5,177.6,16
"1987","Down",56.8,172.3,177.3,15.6
"1988","Up",47.6,172.3,177,14.8
"1989","Up",56.8,172.5,176.6,14.1
"1990","Up",56.1,172.5,176.4,13.5
"1991","Up",67.7,173.1,176.3,14.6
"1992","Down",74.9,174.1,176.5,16.5
"1993","Down",55.1,174.6,176.5,17.8
"1994","Down",47.9,174.7,176.2,17.6
"1995","Down",46.5,174.9,175.9,17.2
"1996","Down",44.8,175.1,175.5,16.4
"1997","Down",40.1,175.2,175.2,15.3
"1998","Up",33.8,174.4,174.6,15
"1999","Down",35.7,173.8,174.2,15.2
"2000","Down",31.4,173.1,173.7,16
"2001","Up",24.7,172.2,173.1,16.7
"2002","Down",29.4,171.6,172.6,17.4
"2003","Up",24.7,170.8,172.1,18.2
"2004","Down",35.5,170.2,171.8,17.7
"2005","Down",20.9,168.9,171.3,18.6
"2006","Down",13.6,167,170.4,20.9
"2007","Down",13.1,164.5,169.4,23.2
"2008","Up",10.9,161.8,168.3,25.7
"2009","Up",10.8,158.8,167.1,28.1
"2010","Down",12.2,155.9,166,30.2
"2011","Down",11.1,152.3,164.8,32.2
"2012","Down",10.3,148.3,163.6,34.1
"2013","Down",9.2,144.8,162.5,36
"2014","Up",5.7,141,161.1,38.4
"2015","Up",12.5,137.5,159.7,40.7
"2016","Down",12,134,158.1,42.6
"2017","Down",11.7,130.6,156.6,44.4
"2018","Down",10.7,127.4,155.1,46.1
"2019","Up",10.7,124,153.6,47.8
"2020","Down",16.8,120.8,152,49.3
"2021","Down",16.6,117.7,150.4,50.6
"2022","Up",16.2,114.5,148.8,52
"2023","Up",32.6,111.5,147.4,51.7
"2024","Down",39.7,108.4,145.9,51.6
"2025","Up",40.3,106.1,144.5,51.2
"2026","Down",44.6,104.6,143.1,50.6
"2027","Up",39.3,103.1,141.7,50.2
"2028","Up",44.1,102.2,140.1,49.9
"2029","Down",48.3,101.2,138.6,49.1
"2030","Down",43.9,100.2,137,48.6
"2031","Up",31.1,99.1,135.4,48.5
"2032","Up",45.8,98.2,133.9,47.9
"2033","Down",59.7,97.6,132.4,46.5
"2034","Up",45,97.4,130.8,45.4
"2035","Down",48.2,97.2,129.3,44.3
"2036","Down",45.1,96.9,127.9,42.8
"2037","Up",40.9,96.6,126.3,41.5
"2038","Up",50.9,96.6,124.8,39.9
"2039","Up",65.2,96.9,123.3,37.2
"2040","Up",71.7,97.3,121.9,35
"2041","Down",73.1,97.8,120.3,33.2
"2042","Down",61.9,98.2,118.4,30.8
"2043","Up",58.9,98.4,116.9,28.9
"2044","Down",59.6,98.5,115.4,27.1
"2045","Down",51,98.5,113.9,25.9
"2046","Down",44.9,98.4,112.5,25
"2047","Down",40.4,98.5,111.1,24.4
"2048","Down",35.8,98.4,109.7,24
"2049","Up",26.2,98.2,108.3,24.3
"2050","Down",26.7,98.1,107,24.6
"2051","Down",20.6,98.1,105.7,25
"2052","Down",13.7,97.9,104.4,25.5
"2053","Up",7.1,97.5,103.1,26.3
"2054","Up",27.8,97.4,101.7,26.2
"2055","Down",42.6,97.4,100.7,25.7
"2056","Down",35.3,97.2,100,25.4
"2057","Down",34.2,97.1,99.3,25.3
"2058","Up",33.6,96.9,98.8,25.5
"2059","Down",47.9,96.4,98.4,24.9
"2060","Up",44.4,95.8,97.9,24
"2061","Down",47.5,95.2,97.4,23.1
"2062","Down",41.1,94.7,97,22.9
"2063","Up",32.1,94,96.5,23.7
"2064","Down",34.6,93.4,96.4,24.4
"2065","Down",24.9,92.8,96,26
"2066","Up",12,91.7,95.5,28.7
"2067","Down",14.5,90.6,95.1,31.2
"2068","Up",11.8,89.6,94.6,33.5
"2069","Up",25.6,88.8,94.3,34.8
"2070","Down",37.7,88.2,94,34.3
"2071","Up",36.3,87.5,93.7,33.8
"2072","Up",41.9,87,93.4,33.3
"2073","Up",46.6,86.6,93.1,32.2
"2074","Down",61.5,86.4,92.9,30.1
"2075","Up",54.9,85.9,92.6,28.2
"2076","Down",58,85.6,92.4,26.2
"2077","Down",52.7,85.2,92.1,24.7
"2078","Up",52,84.7,91.9,23.6
"2079","Down",54.8,84.2,91.6,22.5
"2080","Up",54.2,83.7,91.3,21.8
"2081","Up",60.3,83.3,91.1,20.6
"2082","Up",64.1,83,90.9,19.3
"2083","Up",74.1,83.1,90.7,19.2
"2084","Up",76.5,83.2,90.7,20
"2085","Up",77.9,83.5,90.6,20.5
"2086","Up",75.4,84.3,90.5,21.1
"2087","Down",77.6,85,90.4,21
"2088","Down",64.1,85.8,90.3,21.2
"2089","Down",56.5,86.3,90,20.8
"2090","Down",46.7,86.6,89.7,19.8
"2091","Down",42.8,86.9,89.3,18.6
"2092","Down",30,86.9,88.9,17.8
"2093","Down",23.3,86.9,88.5,17.6
"2094","Up",16.1,86.4,88.1,18
"2095","Down",12.3,86.1,87.7,18.4
"2096","Down",5.9,85.7,87.3,19.7
"2097","Up",1.8,85.1,86.8,21.5
"2098","Up",21.8,84.8,86.4,23.1
"2099","Down",31.9,84.5,86.1,23.3
"2100","Down",30.9,84.2,85.7,23.5
"2101","Down",29.7,83.8,85.4,23.7
"2102","Up",29.8,83.3,85.1,23.5
"2103","Up",38.5,82.6,84.8,23.4
"2104","Up",44.6,81.9,84.5,23
"2105","Down",47,81.2,84.1,22.5
"2106","Up",39.4,80.4,83.8,22.7
"2107","Down",43.9,79.7,83.5,22.9
"2108","Up",35.5,78.9,83.1,23.8
"2109","Up",35.3,78.1,82.7,24.6
"2110","Down",60.9,77.7,82.4,23.3
"2111","Up",46.5,77.2,82.1,21.9
"2112","Up",45.7,76.8,81.7,20.5
"2113","Up",46.7,76.5,81.5,19.2
"2114","Up",60.8,76.4,81.3,19.2
"2115","Up",62.7,76.4,81.1,19.3
"2116","Up",63.1,76.5,81.2,19.5
"2117","Up",69.1,76.9,81.3,20
"2118","Up",73.7,77.2,81.4,21.2
"2119","Down",83.1,77.6,81.6,22.9
"2120","Up",80,78,81.7,24.5
"2121","Down",84.8,78.5,81.8,26.2
"2122","Up",71.9,79,81.9,27.8
"2123","Up",77.6,79.6,82,29.8
"2124","Down",80.7,80.2,82,31.9
"2125","Down",52.1,80.5,81.9,31.1
"2126","Up",44.8,80.7,81.8,29.5
"2127","Up",51.1,81.1,81.8,28.1
"2128","Down",49.4,81.5,81.8,27.1
"2129","Down",41.3,81.9,81.8,25.2
"2130","Up",38.7,81.9,81.7,23.5
"2131","Up",43,82.2,81.6,22
"2132","Up",48.4,82.6,81.6,21.1
"2133","Down",50.4,83.1,81.5,20.5
"2134","Up",48.9,83.3,81.3,19.9
"2135","Up",52.8,83.6,81.2,18.9
"2136","Down",59.7,83.9,81.1,18.6
"2137","Down",58.1,84.1,80.9,18.3
"2138","Up",47.2,84.2,80.8,17
"2139","Up",56.2,84.1,80.7,15.8
"2140","Up",61.2,84.1,80.7,15.1
"2141","Down",72,84.1,80.7,15.4
"2142","Down",61.6,84.2,80.8,15.9
"2143","Up",46.9,83.9,80.8,15
"2144","Up",45.5,83.6,80.9,14.2
"2145","Up",44.5,83.6,80.9,13.2
"2146","Down",49.5,83.8,81.1,12.4
"2147","Down",41.2,83.8,81.3,11.8
"2148","Down",36.5,83.7,81.4,11.5
"2149","Up",33.1,83.7,81.4,12
"2150","Up",43.4,83.9,81.6,12
"2151","Down",44.9,83.9,81.7,12.4
"2152","Up",29.7,83.7,81.8,13.5
"2153","Down",27.7,83.5,81.8,14.5
"2154","Down",14.5,82.9,81.7,17.6
"2155","Down",10.1,82.2,81.5,20.5
"2156","Up",8.5,81.2,81.4,23.6
"2157","Down",8.7,80.3,81.2,26.6
"2158","Down",6,79.3,81,29.7
"2159","Up",4.5,78.1,80.7,32.9
"2160","Up",20.4,77,80.4,35.7
"2161","Up",26.7,75.8,80.2,37.2
"2162","Down",28,74.7,80,38.5
"2163","Down",27.1,73.8,79.7,39.4
"2164","Up",26,72.8,79.4,40.5
"2165","Up",27,71.7,79.1,41.5
"2166","Down",47.3,70.8,78.8,41.1
"2167","Up",43.5,69.9,78.5,40.7
"2168","Up",55.2,69.1,78.2,39.7
"2169","Up",61.4,68.5,77.8,38.7
"2170","Down",70.3,67.8,77.5,36.7
"2171","Down",56,67,77.1,35.4
"2172","Up",55,66.3,76.7,34.5
"2173","Down",53.3,65.7,76.2,33.5
"2174","Up",47.4,65.2,75.7,33.1
"2175","Up",51.6,65.1,75.4,32.6
"2176","Up",50.6,65,75.1,32
"2177","Up",53.2,65,74.8,31.2
"2178","Up",71.3,65.4,74.5,29.3
"2179","Up",75.8,66,74.4,28.7
"2180","Up",79,66.6,74.2,28.1
"2181","Down",82.2,67,74.1,27.7
"2182","Up",52.7,67.2,73.8,25.9
"2183","Up",57,67.6,73.5,24.5
"2184","Up",57.8,68,73.3,23
"2185","Up",60,68.4,73,21.6
"2186","Down",62.4,68.6,72.7,20.2
"2187","Down",55.2,69,72.4,18.8
"2188","Up",51.2,69.1,72.2,17.9
"2189","Up",53.4,69.3,71.9,16.9
"2190","Up",54.1,69.4,71.6,15.8
"2191","Up",63.6,69.7,71.3,15.7
"2192","Down",63.4,70.1,71,15.5
"2193","Up",48.3,70.3,70.8,14.6
"2194","Down",57.4,70.7,70.6,13.8
"2195","Down",51.8,71,70.4,13.2
"2196","Up",50.1,71.3,70.1,12.6
"2197","Down",57.1,71.6,69.9,11.8
"2198","Up",39.8,71.6,69.7,11.5
"2199","Up",39.3,71.4,69.4,11.3
"2200","Up",40.4,71.2,69.2,11
"2201","Down",51.2,71.1,68.9,10.4
"2202","Down",40.3,71.1,68.7,9.8
"2203","Down",36.3,71,68.5,9.4
"2204","Up",25.3,70.8,68.4,10.2
"2205","Down",23.5,70.6,68.3,11.4
"2206","Up",19.9,70.2,68.3,12.6
"2207","Up",45.8,70.1,68.3,12.1
"2208","Up",55.3,70.2,68.5,12
"2209","Up",58.7,70.2,68.7,12
"2210","Up",64.6,70.3,68.9,12.4
"2211","Up",66.9,70.3,69.1,12.8
"2212","Up",73.6,70.3,69.3,13.9
"2213","Down",80.9,70.6,69.5,15.4
"2214","Up",76.4,70.8,69.8,17
"2215","Up",78.8,71,70.1,18.7
"2216","Up",82.3,71.3,70.3,20.2
"2217","Up",86.5,71.5,70.5,21
"2218","Up",89.3,71.9,70.8,21.8
"2219","Up",90.5,72.4,71,22.6
"2220","Up",85.6,72.8,71.2,23.6
"2221","Down",88.2,73.2,71.4,24.6
"2222","Up",64.5,73.6,71.7,25
"2223","Up",62.7,74.1,71.9,25.2
"2224","Down",75.8,74.8,72.2,26.4
"2225","Up",68.8,75.6,72.5,27.9
"2226","Down",72.2,76.4,72.9,29
"2227","Up",63.5,77,73.1,30.1
"2228","Down",65.9,77.5,73.3,31.2
"2229","Up",60.4,78,73.5,32.1
"2230","Down",68.2,78.5,73.7,33.5
"2231","Up",63.5,78.9,73.8,34.9
"2232","Up",72.3,79.4,74.1,36.6
"2233","Down",73.8,79.8,74.4,38.2
"2234","Down",60.6,80.2,74.7,39.3
"2235","Down",45.1,80.3,74.9,37.9
"2236","Down",37.4,80.4,75,35.7
"2237","Up",32.4,80.4,75.1,33.2
"2238","Down",32.3,80.4,75.3,30.9
"2239","Down",26.3,80.4,75.4,29.6
"2240","Up",23.2,80.3,75.5,28.4
"2241","Up",32.3,80.1,75.6,27.4
"2242","Up",31,80.1,75.7,26.5
"2243","Down",32.4,80.1,75.8,24.7
"2244","Down",19,79.7,75.8,23.9
"2245","Up",16.5,79.3,75.9,24.2
"2246","Up",17.8,78.9,75.9,23
"2247","Up",35.5,78.7,76,22
"2248","Down",41.3,78.4,76.1,20.5
"2249","Up",26.1,77.9,76.1,20.8
"2250","Up",25.4,77.3,76.1,21.2
"2251","Up",29.3,76.8,76.1,21.2
"2252","Down",36.1,76.2,76.2,21.8
"2253","Down",28.8,75.5,76.2,22.1
"2254","Up",25.5,74.8,76.3,22.6
"2255","Up",32.1,74.3,76.3,22.8
"2256","Up",40.6,73.9,76.5,23
"2257","Up",53.3,73.7,76.6,21.8
"2258","Up",55.8,73.4,76.6,20.6
"2259","Down",58.7,73.3,76.6,19.5
"2260","Up",48.3,73,76.6,19
"2261","Up",46.6,72.7,76.6,18.1
"2262","Up",53.8,72.5,76.6,17.2
"2263","Up",74.7,72.5,76.6,17.3
"2264","Up",85.4,72.9,76.7,18.9
"2265","Up",84.8,73.4,76.8,20.5
"2266","Down",88.9,74,77,22.4
"2267","Up",80.6,74.4,77.1,24.2
"2268","Down",83.3,74.9,77.3,25.9
"2269","Down",80.5,75.6,77.4,27.7
"2270","Up",77,76.3,77.5,28.6
"2271","Up",74.1,77,77.6,29.4
"2272","Up",77.3,77.7,77.8,30.5
"2273","Up",78.6,78.5,78,31.5
"2274","Up",85.1,79.6,78.2,33.4
"2275","Down",88.2,80.7,78.4,35.4
"2276","Down",75.6,81.8,78.6,37.5
"2277","Up",67.4,82.6,78.8,38.7
"2278","Up",71.6,83.6,79,40
"2279","Up",73.6,84.6,79.3,41.6
"2280","Up",77.6,85.8,79.5,43.1
"2281","Up",81.8,87.1,79.9,45
"2282","Down",83.2,88.4,80.1,46.7
"2283","Down",62.3,89.2,80.3,47.1
"2284","Down",58.1,89.8,80.5,47
"2285","Up",54.3,90.3,80.8,46.6
"2286","Up",52.1,90.7,81.1,46.2
"2287","Down",55.8,91.2,81.4,45.4
"2288","Down",48.3,91.6,81.7,44.8
"2289","Up",43.3,92,82.1,43.7
"2290","Up",47,92.4,82.4,42.7
"2291","Down",49.3,92.9,82.7,42
"2292","Down",40.1,93.2,83,41
"2293","Down",26,93.4,83.3,38.7
"2294","Up",16.1,93.2,83.5,36.7
"2295","Up",19.2,92.9,83.8,34.8
"2296","Down",28.3,92.7,84.1,33.1
